,text,hour,date,minute,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
150,"RT @TimesNow: Congress was in power from 2004-14,I challenge them to tell us about even one step taken to curb black money in tho…",22,12/8/2016,52,0.0772,0.947,0,0.053,POSITIVE
151,RT @ssial: Almost 30 BJP leaders caught since note ban #IndiaDefeatsBlackMoney,22,12/8/2016,53,-0.5574,0.735,0.265,0,NEGATIVE
152,".@ArvindKejriwal Modi ji salute you as well, you made many such statements that people started supporting Modi ji m… https://t.co/aofmAdyzNr",22,12/8/2016,53,0.6124,0.783,0,0.217,POSITIVE
153,"RT @jezzy_jaa: ""Your always loud""
""Are you black or African?""
""Your pretty for a dark skinned girl""🙄 https://t.co/mJOpmAW4X9",22,12/8/2016,53,0.4939,0.833,0,0.167,POSITIVE
154,"Almost 30 BJP associates caught with black money since note ban, Karnataka is hot-spot https://t.co/nIWxbt1D0u",22,12/8/2016,53,-0.5574,0.795,0.205,0,NEGATIVE
155,I.e. Black youngster https://t.co/5JURLl1x5u,22,12/8/2016,53,0,1,0,0,NEUTRAL
156,@arunjaitley sir @AamAadmiParty is the biggest scam they only one thing just attack modi government is respective things makes sense or not,22,12/8/2016,53,-0.6124,0.664,0.238,0.098,NEGATIVE
157,"RT @OfficeOfArjun: #IndiaDefeatsBlackMoney

Modi: Brainless
Jaitley: Clueless
RBI: Spineless
Banks: Cashless
BJP: Shamesless
Junta: Br… ",22,12/8/2016,53,-0.3612,0.848,0.152,0,NEGATIVE
158,RT @prafful_sarda: @mygovindia except opposition parties every1 is happy with #DeMonetisation #IndiaDefeatsBlackMoney,22,12/8/2016,53,0.7506,0.61,0,0.39,POSITIVE
159,"#IndiaDefeatsBlackMoney - https://t.co/fIYDKh4pNG Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gain",22,12/8/2016,53,0.4019,0.518,0.171,0.311,POSITIVE
160,So disappointed to hear those black women were kicked out of @VictoriasSecret for being black smh they won't get my money anymore,22,12/8/2016,53,-0.6901,0.778,0.222,0,NEGATIVE
161,"RT @AshiQuotes: Our PM Modi beats all bollywood stars to remain the most followed celebrity on Twitter.
But how come Sirji is not s… ",22,12/8/2016,53,0,1,0,0,NEUTRAL
162,"RT @TruthOfGujarat: From Kashmir to Kanyakumari, the only ones caught with stacks of new Rs 2000 notes are from BJP. Thus successfully…",22,12/8/2016,53,0,1,0,0,NEUTRAL
163,"RT @1shankarsharma: ""Black Money India Ltd is the first IPO in world history where Issuer is praying for undersubscription"".: Gloomberg News",22,12/8/2016,53,0.3612,0.889,0,0.111,POSITIVE
164,@charlie_chawla aur bc if m saying boycott raees to usme modi kahan se a gya? Ganwar h kya,22,12/8/2016,54,-0.3182,0.859,0.141,0,NEGATIVE
165,"RT @JantaKaReporter: Urban Dictionary pokes fun at Modi with hilarious meaning of ‘mitron’
https://t.co/umhyRvOWZv",22,12/8/2016,54,0.7184,0.667,0,0.333,POSITIVE
166,"RT @mediacrooks: ""One day at a time.. Sweet Jesus"" .. Didnt Mamma ever sing that song to you?  https://t.co/VT95OFmnJ4",22,12/8/2016,54,0.4588,0.85,0,0.15,POSITIVE
167,@VictoriasSecret This is some straight BS right here. Hopefully you guys are aware of this incident at your Oxford… https://t.co/G7QaSW8B8V,22,12/8/2016,54,0.5574,0.796,0,0.204,POSITIVE
168,Rahul Gandhi Revealed Full Form Of Paytm &amp; Linked It To Modi! Twitterati Reacted In No Time!… https://t.co/ggBSJMGh5W,22,12/8/2016,54,-0.4184,0.859,0.141,0,NEGATIVE
169,Black Money Estimate Shot as India Said to Claim 82% of Cash... https://t.co/1uZ0V7WJSE,22,12/8/2016,54,0,1,0,0,NEUTRAL
170,Rahul Gandhi Revealed Full Form Of Paytm &amp; Linked It To Modi! Twitterati Reacted In No Time! https://t.co/nQYNCUJtUf https://t.co/xv3sW4TM7A,22,12/8/2016,54,-0.4184,0.866,0.134,0,NEGATIVE
171,"#IndiaDefeatsBlackMoney - https://t.co/bwg09l8poA Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gain",22,12/8/2016,54,0.4019,0.518,0.171,0.311,POSITIVE
172,"RT @dilipjain1979: Modi Govt Announces Special Initiatives To Promote Digital Payments

#IndiaDefeatsBlackMoney #IPayDigitally… ",22,12/8/2016,54,0.6486,0.675,0,0.325,POSITIVE
173,"Armed with swipe machine and e-wallet, tea vendor extends support to PM Modi’s cashless push
https://t.co/TKEgsrPtyX https://t.co/x4BgnSqEhW",22,12/8/2016,54,0.4939,0.781,0,0.219,POSITIVE
174,"RT @pbhushan1: My interview on Corruption, Black money, Modi, Kejriwal, politics &amp; need for an alternative political force, in Pun…",22,12/8/2016,54,0,1,0,0,NEUTRAL
175,SAY 👏🏾 THAT 👏🏾 SHIT 👏🏾 TWICE 👏🏾 https://t.co/nfWOLjdCXO,22,12/8/2016,54,-0.6523,0.649,0.351,0,NEGATIVE
176,sahil modi appreciation tweet,22,12/8/2016,54,0.5106,0.476,0,0.524,POSITIVE
177,"@juniorbachchan Amit sir Knows about Govt action on black money, we took @SrBachchan lightly ... see the proof..😜 https://t.co/Uh7i7vWGS5",22,12/8/2016,54,0,1,0,0,NEUTRAL
178,You got all that money but can't pay for speaking lessons ? https://t.co/JeZuFmr1ik,22,12/8/2016,54,0.1139,0.884,0,0.116,POSITIVE
179,They called it a wrapped stone 💀 https://t.co/MZbG8EpAUo,22,12/8/2016,54,0,1,0,0,NEUTRAL
180,"Like . ... just do your tasks, give your money to black women, and stfu.",22,12/8/2016,55,0.3612,0.839,0,0.161,POSITIVE
181,Brilliant! #mustread The rise and fall of Emperor Modi https://t.co/yr2sV1xAaP,22,12/8/2016,55,0.6239,0.687,0,0.313,POSITIVE
182,"#IndiaDefeatsBlackMoney - https://t.co/9W3YvNPnnN Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gains: PM",22,12/8/2016,55,0.1779,0.57,0.171,0.259,POSITIVE
183,Do you know how many black businesses and black people who lose out if we don't spend money on Christmas https://t.co/a75suu2JkX,22,12/8/2016,55,-0.4019,0.881,0.119,0,NEGATIVE
184,RT @shakiriftakhar: Modi https://t.co/KqBvvVq700,22,12/8/2016,56,0,1,0,0,NEUTRAL
185,"RT @abpnewstv: Black money hoarders go bankrupt post #demonetisation, Watch Sachi Ghatna today at 6 PM only on ABP News https://t.co/dC154z…",22,12/8/2016,56,-0.5574,0.841,0.159,0,NEGATIVE
186,"RT @TheGabbieShow: id bet a sizable chunk of money that 99% of the ""black friday hauls"" you're watching today were filmed 3 days ago",22,12/8/2016,56,0,1,0,0,NEUTRAL
187,"RT @ADITYA_S24: Aadhaar card usage increases, important for cashless bank transaction. #IndiaDefeatsBlackMoney",22,12/8/2016,56,0.2023,0.859,0,0.141,POSITIVE
188,RT @anshBx: Mam this is What modi ji meant by Mera desh Badal Raha h . Har jagah ka naam badlo desh automatic badal jayega . https://t.co/S…,22,12/8/2016,56,0,1,0,0,NEUTRAL
189,लाखों बेरोजगारों के लिए है बड़ी खुशखबरी… https://t.co/O75rzA40aV via @insistpost,22,12/8/2016,56,0,1,0,0,NEUTRAL
190,"RT @INCIndia: Pay to Modi or PatTM, means that a few will earn from each &amp; every transaction. https://t.co/r1l3F3g7QB",22,12/8/2016,56,-0.1027,0.924,0.076,0,NEGATIVE
191,"#IndiaDefeatsBlackMoney - https://t.co/bqfQ4rttSu Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gain",22,12/8/2016,56,0.4019,0.518,0.171,0.311,POSITIVE
192,#IndiaDefeatsBlackMoney #teenage dream porn scooter teens sex https://t.co/Fg5tdN58oL,22,12/8/2016,56,0.25,0.778,0,0.222,POSITIVE
193,"So, Russia, Pakistan and few political parties in #India oppose #DeMonetisation and everyone else say… https://t.co/DqkiErJk1z",22,12/8/2016,56,0.4019,0.847,0,0.153,POSITIVE
194,RT @indiafirst91: indian Govt introduces Special incentives to encourage #digitalpayments !!   #TransformingIndia…,22,12/8/2016,56,0.8353,0.503,0,0.497,POSITIVE
195,Vintage Male Golfer Money Clip Unique Black and White Picture  by consignments  https://t.co/aw5PiX7Gwd via @Etsy,22,12/8/2016,56,0,1,0,0,NEUTRAL
196,RT @naam_pk: Modi ji working 25 hours/day for the development of the country 😂 https://t.co/mofwqKsMxJ,22,12/8/2016,56,0,1,0,0,NEUTRAL
197,@narendramodi really only about black money. But in which world has the govt ever thought of the common man who is  !&gt;= middle class.,22,12/8/2016,57,0,1,0,0,NEUTRAL
198,RT @Firki_: me to modi after #demonization and #GOLD issue https://t.co/Z5dBTEBHsF,22,12/8/2016,57,0,1,0,0,NEUTRAL
199,"RT @BlackMajiik: Like . ... just do your tasks, give your money to black women, and stfu.",22,12/8/2016,57,0.3612,0.857,0,0.143,POSITIVE
200,"RT @AOLSwamiji: So, Russia, Pakistan and few political parties in #India oppose #DeMonetisation and everyone else say…",22,12/8/2016,57,0.4019,0.856,0,0.144,POSITIVE
201,"@ashu3page @ArvindKejriwal @narendramodi I totally agree with Kejriwal, Modi U R a thief, dirty rogue in India. BJPs End Dissolve Parliament",22,12/8/2016,57,-0.5434,0.606,0.273,0.121,NEGATIVE
202,@ExSecular @ANI_news Look at their faces look like a black money.,22,12/8/2016,57,0.3612,0.783,0,0.217,POSITIVE
203,INDIA IS 86% cash using nation even Brazil is better https://t.co/bmdXczaTjD,22,12/8/2016,57,0.4404,0.775,0,0.225,POSITIVE
204,3 MODI PER RIMORCHIARE D'ESTATE!! TROVO LEGGENDARIA NELLA FREE CHEST!! https://t.co/KQgRLIMo3p,22,12/8/2016,57,0.7352,0.634,0,0.366,POSITIVE
205,"PM Narendra Modi defends note ban, promises long-term gains - Economic Times https://t.co/M31C2xtHHX",22,12/8/2016,57,0.1027,0.511,0.205,0.284,POSITIVE
206,"RT @Goswami_Arnab_: EVERY Modi supporter must be grateful to congress bcoz #अगर_कांग्रेस_ना_होती ,then we wouldn't have got NaMo as our lea…",22,12/8/2016,57,0.6249,0.788,0,0.212,POSITIVE
207,Hello... :D Daphnée Renae (DaphneeRenae) https://t.co/bUx1FN9rGG,22,12/8/2016,57,0.6166,0.554,0,0.446,POSITIVE
208,gone mad afr demonetizing. Shld consult psychologist at near by mohalla https://t.co/Tqg27WPz0R 1 sustain social li… https://t.co/D3GVzXL36A,22,12/8/2016,57,-0.4939,0.824,0.176,0,NEGATIVE
209,"RT @girirajsinghbjp: थोड़ी सी जानकारी और आपका आधार कार्ड बन सकता है  आपका बैंक..आपका बटुआ ..
Plz watch  this and educate others… ",22,12/8/2016,57,0.0772,0.942,0,0.058,POSITIVE
210,"#IndiaDefeatsBlackMoney - https://t.co/Z41bV0tq1w Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gains: PM",22,12/8/2016,58,0.1779,0.57,0.171,0.259,POSITIVE
211,"RT @SalmanNizami_: While Indira ji ripped Pak, Modi only farted about nationalism. His bromance wd Nawaz encouragd Pak 2 kill our Jawans. #…",22,12/8/2016,58,-0.25,0.704,0.165,0.13,NEGATIVE
212,#IndiaDefeatsBlackMoney #boobsnute bareback anal women https://t.co/TnpCRUz1uR,22,12/8/2016,58,0,1,0,0,NEUTRAL
213,"RT @zGovinda: In Mangalore an auto equipped with @Paytm 
India towards Digital India.🙏

#IndiaDefeatsBlackMoney https://t.co/lt4InJBjTI",22,12/8/2016,58,0,1,0,0,NEUTRAL
214,"RT @sarvmanglamcom: #Modi why Tax &amp; other charges on #cashlessPayment ❓
You need #CashlessEconomy via my purse❕ 
#अगर_कांग्रेस_ना_होती… ",22,12/8/2016,58,-0.2732,0.89,0.11,0,NEGATIVE
215,RT @mediacrooks: Throw a party and celebrate dumbos... Modi will be defeated in all future elections.. Okay? https://t.co/8bWBf31zDt,22,12/8/2016,58,0.6369,0.533,0.127,0.34,POSITIVE
216,"#IndiaDefeatsBlackMoney - https://t.co/i1UUjqoLIW Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gains: PM",22,12/8/2016,58,0.1779,0.57,0.171,0.259,POSITIVE
217,"@ShekharGupta aap chinta na karo. dont think abt these, modi will tc care of that.  better waste ur time praising kejri and rahul",22,12/8/2016,58,0.7783,0.605,0.089,0.306,POSITIVE
218,"RT @brijdoshi: .@dir_ed searches on 10 Banks of Ahmedabad regarding irregularities after #Demonitization 

@nanditathhakur .… ",22,12/8/2016,58,0,1,0,0,NEUTRAL
219,"RT @MisaBharti: demonetisation: Black money antidote stifles economy; Demand shrinks, jobs hit, sentiment down ⤵️ https://t.co/FDc4oL6zSs",22,12/8/2016,58,-0.128,0.909,0.091,0,NEGATIVE
220,"RT @KanchanGupta: Here, check this out. So stop believing rubbish that putting money into accounts converts black into white. Thanks…",22,12/8/2016,58,-0.3597,0.884,0.116,0,NEGATIVE
221,"#IndiaDefeatsBlackMoney - https://t.co/ehHVraf26N Must ensure #IndiaDefeatsBlackMoney, short-term pain will pave way for long-term gain",22,12/8/2016,59,0.4019,0.518,0.171,0.311,POSITIVE
222,"RT @Joydas: Wherever the ball goes, BJP runs and places a goalpost behind it and claims this is what Modi had aimed for https://t.co/ju3L5o…",22,12/8/2016,59,0,1,0,0,NEUTRAL
223,It is an open secret that corrupt are behind disruption of Parliament through stooges to tackle their black money.Govt.needs to act.#ZN #abp,22,12/8/2016,59,-0.3612,0.894,0.106,0,NEGATIVE
224,RT @upma23: Crop planting increased 20-35% every week after demonetisation and remained higher than last year. #IndiaDefeatsBlackMoney,22,12/8/2016,59,0.2732,0.884,0,0.116,POSITIVE
225,Spending money they ain't got https://t.co/xFlJsHYFOv,22,12/8/2016,59,0,1,0,0,NEUTRAL
226,RT @IndianExpress: The Allahabad HC dismisses a petition challenging the election of Narendra Modi from Varanasi Lok Sabha seat.,22,12/8/2016,59,0.1531,0.914,0,0.086,POSITIVE
227,Arun Jaitley dares Congress: Spell out one UPA move to fight black money - The Times of India https://t.co/ViK3RbSA85 via @timesofindia,22,12/8/2016,59,-0.3818,0.88,0.12,0,NEGATIVE
228,"RT @digvijaya_28: One Month After PM Modi’s Note Ban, Brace Yourself. The Worst Is Still To Come https://t.co/DDWnIKZjqO",22,12/8/2016,59,-0.8271,0.675,0.325,0,NEGATIVE
229,"RT @capt_ivane: ED conducting enquiry of records in over 50 bank branches across country to check money laundering, hawala dealings. #Demon…",22,12/8/2016,59,0,1,0,0,NEUTRAL
230,His black ass isn't royalty just cause he got money. Niggas get a little nigga rich and then act new to this https://t.co/cevjwgyjeT,23,12/8/2016,0,-0.3774,0.673,0.209,0.118,NEGATIVE
231,RT @AAP__UK: LG raises flimsy objections to block vacuum cleaning step of Delhi Govt. D blatant sabotaging of pro-people work co…,23,12/8/2016,0,-0.4404,0.868,0.132,0,NEGATIVE
232,"Having trouble in Downloading Android  Apps from Play store? You should try https://t.co/eoEUUudzai
#IndiaDefeatsBlackMoney",23,12/8/2016,0,-0.0772,0.702,0.158,0.14,NEGATIVE
233,Narendra modi: India needs change - Sign the Petition! https://t.co/SyNC398XFb via @ChangeOrg_India,23,12/8/2016,0,0,1,0,0,NEUTRAL
234,"RT @scam_king: #IndiaDefeatsBlackMoney 
Look at this dichotomy. Shaktikanta Das face of war on black money is accused of saving Ji… ",23,12/8/2016,0,-0.7269,0.747,0.253,0,NEGATIVE
235,"RT @IMAPictures: Is #DonaldTrump The Right Person To Be @TIME's ""Person Of The Year"" In 2016?! @BollywoodAgency @BharatSolar_ @HinduJagoran…",23,12/8/2016,0,0,1,0,0,NEUTRAL
236,RT @arunmsk: Hardik Patel would have made a better RBI Governor than #urjitpatel  At least Hardik would have protested when Modi was announ…,23,12/8/2016,0,0.34,0.82,0.061,0.119,POSITIVE
237,#GrabYourWallet https://t.co/ThzVSp4VpV,23,12/8/2016,0,0,1,0,0,NEUTRAL
238,"This is how Modi govt &amp; BJP governing states provide security to ART &amp; ARTISTs in country..!
Good work.. Keep it up… https://t.co/BM4c8Jf4Zs",23,12/8/2016,0,0.68,0.79,0,0.21,POSITIVE
239,RT @amarakhbaranth1: Jab jab thand aati hein.. kejriwal ka muffler nikalta hein aur Modi ki kulfi kulfi ho jaati hein 😂😂…,23,12/8/2016,0,0,1,0,0,NEUTRAL
240,"RT @Goswami_Arnab_: Whn the CM of whole world @arvindkejriwal himself does Modi-Modi all time,So wht surprising if #विश्व_बोले_मोदी_मोदी ?…",23,12/8/2016,0,0.2732,0.896,0,0.104,POSITIVE
241,"RT @BJP_RSS: Armed with swipe machine &amp; e-wallet, tea vendor extends support to PM Modi’s cashless push. #IndiaDefeatsBlackMoney…",23,12/8/2016,0,0.4939,0.792,0,0.208,POSITIVE
242,RT @popmist19: Wow #humans another stupendous ep! Loving Odi and Mattie who shall now be known as Modi! @LucyCarless @willtudor1 @tgoodmanh…,23,12/8/2016,0,0.8513,0.696,0,0.304,POSITIVE
243,Nova Scotian and Black rights activist Viola Desmond to be the first Canadian woman on Canadian money... https://t.co/ZKnGW7ayDR,23,12/8/2016,0,0,1,0,0,NEUTRAL
244,"RT @MinhazMerchant: RAW's new chief AK Dhasmana, handpicked by Modi &amp; Doval, is a Balochistan specialist. Interesting times lie ahead https…",23,12/8/2016,0,0.4019,0.876,0,0.124,POSITIVE
245,RT @TuckOnTheRise: I.e. Black youngster https://t.co/5JURLl1x5u,23,12/8/2016,0,0,1,0,0,NEUTRAL
246,RT @BJPScams: Retired IAS officer tells a story from his life to explain how Modi has attacked black money wrong https://t.co/0E26Rd183V,23,12/8/2016,0,-0.7269,0.747,0.253,0,NEGATIVE
247,RT @yviren: When @narendramodi will come together with 13K families 4 @NSELfight in #nselscam 40month passed 34 dead 70 online…,23,12/8/2016,1,-0.6486,0.807,0.193,0,NEGATIVE
248,"RT @mediacrooks: Modi has kept them so busy with demonetisation..Theyve had no time to discuss imp issues like secularism, intolerance @ndt…",23,12/8/2016,1,0.0772,0.802,0.093,0.105,POSITIVE
249,RT @dpradhanbjp: When masses appreciate &amp; classes complain then it is confirmed that #IndiaDefeatsBlackMoney https://t.co/Ev57RiGTpQ,23,12/8/2016,1,0.0516,0.714,0.137,0.148,POSITIVE
250,Fashionistas Glass Nipple Suckers Black [IB30072] - $16.09 : #SexToysForWomen #SexToys - Save Money. Play Better. https://t.co/aePrflUWny,23,12/8/2016,1,0.6369,0.459,0.151,0.39,POSITIVE
251,#IndiaDefeatsBlackMoney वो कोन हे जिसकी  रातो की नींद उड़ गयी है,23,12/8/2016,1,0,1,0,0,NEUTRAL
252,"RT @prasannavishy: What Modi is trying to do through the demonetisation, Benami Property law and GST is nothing short of a revolution https…",23,12/8/2016,1,0,1,0,0,NEUTRAL
253,RT @tehseenp: On @CNBC_Awaaz bjp is giving me gyan on womens rights. Asked about rights for Modi's wife Jashoda bhen - hell broke out,23,12/8/2016,1,-0.7184,0.671,0.248,0.081,NEGATIVE
254,Modi government is all set to meet the high rise of currency demand on its first salary day after demonetization https://t.co/2COcorH674,23,12/8/2016,1,-0.128,0.93,0.07,0,NEGATIVE
255,Modi government is all set to meet the high rise of currency demand on its first salary day after demonetization https://t.co/Nq34YByXa1,23,12/8/2016,1,-0.128,0.93,0.07,0,NEGATIVE
256,Music Millennium - Money https://t.co/TtKaMMkT6c,23,12/8/2016,1,0,1,0,0,NEUTRAL
257,#IndiaDefeatsBlackMoney https://t.co/CL0qegnLCC,23,12/8/2016,1,0,1,0,0,NEUTRAL
258,RT @Mai_TheCoolGuyy: Exactly. People get money &amp; lose character https://t.co/je3y0pAog2,23,12/8/2016,1,-0.4019,0.769,0.231,0,NEGATIVE
